merchant,category
tata cliq*8218 pos 53513,Shopping
phonepe rapido_1321 upi 589b4e73,Travel
decathlon upi e5ae6180,Shopping
myntra,Shopping
utr rapido pos 84557,Travel
paytm-WaterBoardPayment-2842,Bills & Utilities
gas bill upi 230782bf,Bills & Utilities
more supermarket_6496 upi 39e47b21,Groceries
misc payment upi 18815fe4,Others
imps blink go cab&8215 upi 8cf405c2,Travel
vpa zmto*7088 pos 3355,Food & Dining
phonepe salonservice816,Services
imps blink cab go upi ae95fd0e,Travel
SlaonService#978,Services
amazon imps 46196,Shopping
1mg upi 332cc7c2,Health & Medical
hindustan petroleum upi 570dc8fc,Fuel
big bazaar pos 51572,Groceries
house cleaning upi 3f41dc26,Services
imps blink go cab&8215 upi 8cf405c2,Travel
big bazaar pos 52364,Groceries
95521 nykaa fastlane gpay,Shopping
MakeMyTrip txn76073,Travel
spencers imps 29146,Groceries
hspitl#5337 max imps 41272,Health & Medical
gpay big bazaar,Groceries
dth recharge imps 97998,Bills & Utilities
Amazon,Shopping
water bill upi 128b1733,Bills & Utilities
water bill upi e83edcd9,Bills & Utilities
apollo pharmacy upi 83c9edd3,Health & Medical
kfc refba4b35 imps vijayawada,Food & Dining
water can delivery imps 13434,Services
flpcrt upi a54589d8,Shopping
water can delivery_3270 pos 73712,Services
phonepe starbucks7391,Food & Dining
max hospital pos 86626,Health & Medical
decathlon upi 9ff95179,Shopping
mum plumber 50015 ref906f15 star services,Others
myntra upi 43e2d9da,Shopping
chennai reliance paytm 74768,Food & Dining
phonepe-HotstarPremium-2142,Entertainment
utr flipkrt&1629 pos 82735,Shopping
MakeMyTrip,Travel
McDonald's txn91894,Food & Dining
card metro electricity bill 15788 gurgaon,Entertainment
kl rd 36711 hpcl mn crp,Fuel
hindustan petreum-2670 pos 79265,Fuel
upi txn barber*1049 pos 53109,Services
misc payment metro noida,Others
uber upi 94527e4b,Travel
gpay blink go cab-6607 pos 33186,Travel
vpa amz!7928 pos 7099,Shopping
amazon prime,Entertainment
electricity bill upi 253ff9c8,Bills & Utilities
gas bill imps 48597,Bills & Utilities
hotel saravana*7953 upi f0a5fca5,Food & Dining
starbucks fastlane bbnow gpay chennai,Food & Dining
paytm pharmeasy!922,Health & Medical
neft mcdonldss pos 64071,Food & Dining
ndg 72665 1mg mm,Travel
pymrt crd hyd 1335 pthlb,Bills & Utilities
19107 ord gas bill blr,Bills & Utilities
1mg,Health & Medical
blink go cab upi 97b9138a,Travel
vpa house cleaning,Services
vpa house cleaning,Services
salon omni corp bpcl blr 40007,Services
decathlon upi 074cc8c2,Shopping
uber imps 43409,Travel
general store&8032 imps 93986,Others
bpcl petrol imps 13412,Fuel
electrician express mart blr refdd8963 47327 gpay bookmyshow,Services
gpay general store,Others
upi txn decathlon upi a39be0fb,Shopping
ac service upi f697b49c,Services
pathlab express mart netflix hyd upi,Health & Medical
Crm Rtl543,Shopping
pn 40699 rtl,Bills & Utilities
zee5 pos 42870,Entertainment
recharge#5707 dth pos 17278,Bills & Utilities
swiggy,Food & Dining
gift shop upi acccfcf9,Others
vpa bigbasket-9379 imps 96974,Groceries
tata cliq pos 60233,Shopping
neft misc payment pos 29154,Others
utr hotel saravana*5426 pos 93074,Food & Dining
medplus%9752 pos 56514,Health & Medical
general store upi 83988ff3,Others
Crm Rtl47,Shopping
uber,Travel
zee5,Entertainment
air india imps 93830,Travel
hindustan petroleum imps 91441,Fuel
sony liv imps 97680,Entertainment
vpa pump hpcl imps 31488,Fuel
gift shop,Others
utr gift shop_6732 imps 66634,Others
shell fuel upi b88b8756,Fuel
phonepe misc payment imps 63567,Others
pharmeasy upi 1d20c309,Health & Medical
vijayawada hpcl ord fuel station 17226,Fuel
phonepe-BurgerKing-8122,Food & Dining
gpay transfer upi 51017669,Others
paytm irctc upi 8ec7085d,Travel
shop gift imps 71231,Others
salon service imps 70951,Services
meesho imps 68779,Shopping
spencers@9943 pos 23376,Groceries
ref00b85a 46699 reliance pay misc payment gurgaon,Shopping
spotify 85659 gurgaon refb57b47 txn,Entertainment
big bazaar-9157 imps 24959,Groceries
subway!2804,Food & Dining
bookmyshow upi 76d9581a,Entertainment
hindustan petroleum imps 74232,Fuel
house cleaning upi 9aa95cfc,Services
hindustan petroleum,Fuel
house cleaning imps 92349,Services
cr wsh rf1d30c chnn rlnc frsh,Groceries
paytm water can delivery@7104,Services
kol cash withdrawal irctc card,Travel
gas bill imps 71644,Bills & Utilities
45435 amazon imps air india,Travel
air india,Travel
medplus,Health & Medical
j py vjywd rf23dd,Shopping
gift shop!4061 pos 41245,Others
blr clinic,Health & Medical
netflix imps 92087,Entertainment
upi txn electricity bill upi 788c88f8,Bills & Utilities
ajio imps 14027,Shopping
inomov ord4423,Entertainment
OlaCbas#592,Travel
more supermarket upi 38672d2e,Groceries
11541 plumber apna mart card,Services
ac service,Services
phonepe burger king%9563,Food & Dining
bpcpum ord1046,Fuel
amazon prime,Entertainment
upi txn rapido*6403 imps 39218,Travel
upi txn transfer*8038 pos 2772,Others
starbucks flipkart kol,Shopping
paytm-Spotify-1957,Entertainment
shell fuel imps 41241,Fuel
92601 noida 1mg pathlab daily mart,Health & Medical
14409 noida burger king global stores,Bills & Utilities
indigo airlines upi ad0e90d8,Travel
decathlon mum fortis 17208,Health & Medical
Car Wash Service txn41842,Services
city plaza del 72019 goibibo,Fuel
amazon imps 61238,Shopping
gift shop,Others
hpcl pump upi b9e49e43,Fuel
phonepe iocl pump&3839 imps 46680,Fuel
salon service_8945 upi 89de88be,Services
gpay transfer*3142 pos 79943,Others
MedlPus#681,Health & Medical
ord chennai nykaa city plaza,Shopping
pharmeasy imps 13471,Health & Medical
burger king pos 36553,Food & Dining
utr sony liv,Entertainment
blink go cab upi 75302d5d,Travel
rf lctrcn mtr 2675 dl,Services
card *apollopharmacy8795,Health & Medical
general store imps 25251,Others
airtel recharge_3384 imps 60722,Bills & Utilities
ajio imps 54169,Shopping
vpa iocl pump,Fuel
pharmeasy imps 17188,Health & Medical
txn water bill dmart,Groceries
mum 73313 omni corp card,Others
airtel recharge,Bills & Utilities
decathlon apna mart blr,Shopping
paytm airtel recharge upi e1eb37be,Bills & Utilities
unknown txn,Others
uber upi ee9e65f0,Travel
mum bookmyshow 95570 paytm,Entertainment
tata cliq upi e8158faa,Shopping
27265 electricity bill prime mart chennai bpcl,Bills & Utilities
Fortis Hospital txn15881,Health & Medical
bpcl petrol upi 7a5dbda5,Fuel
apollo pharmacy imps 98295,Health & Medical
21667 hyd irctc decathlon,Shopping
neft flpcrt imps 98566,Shopping
irctc,Travel
max hospital upi 26513dc4,Health & Medical
sony liv_8382 imps 81498,Entertainment
decathlon pos 70067,Shopping
utr hotstar,Entertainment
dmns rbn mll 90949,Food & Dining
upi txn dominos/8471 imps 70561,Food & Dining
pizza hut imps 40940,Food & Dining
bill/7913 gas,Bills & Utilities
gascylbo ord6345,Bills & Utilities
hindustan petroleum upi bf06f34e,Fuel
gift shop imps 44371,Others
phonepe-HPPetrolPump-2025,Fuel
utr#spencer's434,Groceries
imps liv/4765 sony pos 29049,Entertainment
water bill%2540 upi a5805494,Bills & Utilities
pos chennai pharmeasy 24597 travelmart,Bills & Utilities
water can delivery_3270 pos 73712,Services
water can delivery,Services
ajio upi 0f8edf0c,Shopping
big bazaar imps 60812,Groceries
subway pos 80504,Food & Dining
20817 starbucks imps burger king onepay mum,Food & Dining
1mg imps 64977,Health & Medical
hpcl gpy r nd nn srvcs,Travel
misc payment upi 92cfe818,Others
spencers upi 94f6a698,Groceries
Sptoify#185,Entertainment
txn flpkrt 54450 blr,Shopping
Prkng F309,Others
burger king,Food & Dining
rapido upi e6f40d9b,Travel
amz@4814,Shopping
Ntflx Sbscrptn968,Entertainment
upi txn iocl pump@3731 upi 7f9318dd,Fuel
imps urban mall 98901 jio mart,Food & Dining
vijayawada gpay 55381 prime mart,Health & Medical
apollo 94756 zomato,Health & Medical
gpay hpcl pump pos 19691,Fuel
upi txn water can delivery,Services
utr kfc upi 9b2a2f90,Food & Dining
burger king/7165 imps 14044,Food & Dining
paytm jio postpaid pos 77610,Bills & Utilities
hotstar!8223,Entertainment
service paytm ac pos 59996,Services
kfc imps 83162,Food & Dining
hotstar upi 4bc5bd6d,Entertainment
RdBs548,Travel
neft bookmyshow@1343,Entertainment
neft max hspitl,Health & Medical
hotstar pos 75051,Entertainment
pha ord6920,Health & Medical
express mart pune card 93286,Others
shell fuel pos 4352,Fuel
cafecoffee imps 81025,Food & Dining
electricity bill#5774 upi dba9ba66,Bills & Utilities
1mg,Health & Medical
vpa spencers pos 29594,Groceries
flpkrt ps vjywd rlnc,Food & Dining
Lcl Vndr Prchs442,Others
bill gpay electricity imps 93241,Bills & Utilities
fstln blr,Food & Dining
imps spencers*259 upi a9e4eeb7,Groceries
gurgaon urban mall,Others
iocl pump_2933,Fuel
dominos kol 17139 paytm,Food & Dining
shop gift imps,Others
ajio neft imps 33755,Shopping
irctc imps 38329,Travel
myntra express mart 31818,Shopping
pos ac repair starbucks mum,Services
unknown txn@1329 pos 49558,Others
grofers,Groceries
rapido!8286 upi c16d8dd0,Travel
ac service imps 85902,Services
phonepe zmto imps 39611,Food & Dining
txn grofers-7015 upi upi 76327a0a,Groceries
vpa hotel saravana pos 56830,Food & Dining
imps 63819 spotify pune ref924bfc starbucks,Entertainment
netflix pos 12740,Entertainment
zee5 imps 60651,Entertainment
indigo airlines pos 46004,Travel
pay noida fastlane,Fuel
phonepe grofers@5484 imps 28908,Groceries
utr 1mg&8455,Health & Medical
general store upi 798719f8,Others
phonepe unknown txn imps 59617,Others
hpcl pump pos 76938,Fuel
paytm recharge dth upi 748d9f27,Bills & Utilities
neft kfc#7668,Food & Dining
flipkart imps 19425,Shopping
56339 broadband vijayawada redbus paytm,Travel
imps blink go cab imps 90792,Travel
barber pos 14172,Services
hindustan petroleum upi 23db1b44,Fuel
py dl sptfy,Entertainment
utr cafecoffee@9973 upi 121c472a,Food & Dining
45942 pos fortis apna mart hyd,Health & Medical
paytm jio postpaid pos 77610,Bills & Utilities
utr water can delivery imps 88288,Services
netflix,Entertainment
amazon pos 13008,Shopping
txn%5136 vpa unknown imps 95284,Others
upi txn dth recharge imps 20735,Bills & Utilities
irctc imps 38329,Travel
Dmn's Pzz924,Food & Dining
neft medplus,Health & Medical
burger king pos 23915,Food & Dining
vendor payment gpay 27638 vendor payment vijayawada,Others
C Rpr Srvc811,Services
Suwbay#435,Food & Dining
water can delivery pos 26866,Services
txn car wash 43207 cafe onepay,Food & Dining
paytm burger king pos 19255,Food & Dining
electricity bill&3419 pos 9861,Bills & Utilities
rapido,Travel
gpay chennai swiggy clinic 19061,Food & Dining
hyd ref8293e7 city plaza unknown txn 29751,Fuel
gurgaon prime mart,Services
hut phonepe pizza,Food & Dining
IndiGo Airlines txn52111,Travel
mum petrol pump uber global stores upi,Travel
del amazon upi prime video fastlane,Entertainment
upi txn decathlon upi a39be0fb,Shopping
apollo pharmacy,Health & Medical
bpcl petrol pos 78363,Fuel
imps jiomartgrocery4581,Groceries
card city plaza 79987,Groceries
txn del 70895 kfc quickpay,Food & Dining
paytm-PVRCinemas-1975,Entertainment
blink go cab pos 24342,Travel
pump%8493 iocl gpay pos 11487,Fuel
fuel%7123 shell,Fuel
flipkart ref,Shopping
IRCTC txn28277,Travel
zee5,Entertainment
indfuest ord8413,Fuel
65416 rlnc ps mm,Food & Dining
pump&545 iocl,Fuel
max hospital imps 76677,Health & Medical
Car Wash Service txn91026,Services
general store pos 12552,Others
iocl pump pos 92971,Fuel
max hospital pos 60723,Health & Medical
kfc upi b91682d1,Food & Dining
salon service imps 42739,Services
bbnow urban mall mcdonalds pay,Groceries
ajio pos 84641,Shopping
myntra imps 63426,Shopping
more supermarket pos 37929,Groceries
amazon imps 46196,Shopping
transfer,Others
swiggy upi 434f8aba,Food & Dining
bpcl petrol upi 864d9de7,Fuel
Ch Pnt749,Food & Dining
bookmyshow imps pos 67993,Entertainment
vpa barber%810,Services
lctrcn Srvcs623,Services
salon service imps 47256,Services
lcl krn sptfy 25273 vjywd rf6046d,Groceries
zee5 imps 44001,Entertainment
cafecoffee/9375 upi 6b05cd48,Food & Dining
VasanEyeCaer#425,Health & Medical
dth strbcks chnn txn,Bills & Utilities
water bill@7349 imps 70009,Bills & Utilities
dth recharge upi f2348ddd,Bills & Utilities
general store%3350 imps 32994,Others
misc payment pos 35296,Others
uber pos 6510,Travel
iocl pump,Fuel
transfer imps 54777,Others
1mg,Health & Medical
Spencer's txn36842,Groceries
imps amzn prime/5663 pos 33383,Entertainment
imps sony liv-6892,Entertainment
general store upi b6e434d0,Others
bpcpum ord9663,Fuel
water bill!7065 upi 20fea9dd,Bills & Utilities
pathlab 99053 blr fortis,Health & Medical
neft airtel recharge,Bills & Utilities
sony liv pos 78548,Entertainment
hotel saravana upi bc3b9635,Food & Dining
ptrl pmp j rd pn 50611,Fuel
76857 pos hyd indigo,Travel
electricity bill upi c70cd4ed,Bills & Utilities
hpcl pump upi 2688ca72,Fuel
vpa ac service imps 73884,Services
hotstar imps 93935,Entertainment
neft dmart,Groceries
upi saravana/2851 hotel txn upi 1a782f76,Food & Dining
pizza hut upi 72b49001,Food & Dining
gift shop imps 58056,Others
pharmeasy imps 82975,Health & Medical
AitrelRecharge#287,Bills & Utilities
iocl pump pos 11536,Fuel
neft medplus upi 0a50832b,Health & Medical
apollo pharmacy imps 85044,Health & Medical
olacab ord7490,Travel
bpcl petrol,Fuel
noida ord goibibo paymart,Travel
big bazaar imps pos 31110,Groceries
sony liv@4049 pos 71841,Entertainment
utr iocl pump-8752 pos 20333,Fuel
bharat petroleum travelmart chennai pay petrol pump,Fuel
grofers pos 58748,Groceries
14402 pn bkmyshw pymrt rf3246f pytm,Entertainment
phonepe pharmeasy,Health & Medical
spencers upi 91bc40f7,Groceries
chapoi ord2537,Food & Dining
hotstar%7152 upi 2cd8bf36,Entertainment
pos bbnow,Groceries
ord 19466 zomato metro vijayawada,Food & Dining
paytm hyd zomato global stores refa3a421 9759,Food & Dining
1mg,Health & Medical
misc payment pos 48715,Others
paytm pizza hut pos 73318,Food & Dining
hotel saravana*7953 upi f0a5fca5,Food & Dining
electricity bill imps 40289,Bills & Utilities
irctc,Travel
unknown txn%2226 imps 36851,Others
hindustan petroleum upi 570dc8fc,Fuel
netsub ord1788,Entertainment
mastercard *ajio1786,Shopping
bpcl petrol imps 87867,Fuel
upi txn amzn pos 37524,Shopping
gift shop imps 19110,Others
shell fuel,Fuel
ajio imps 54169,Shopping
clnc chnn bg bzr,Groceries
vpa dmart,Groceries
urban company upi eafcfffb,Services
67397 crd pn bkmyshw dly mrt gbb,Entertainment
iocl pump,Fuel
grofers imps,Groceries
phonepe-HouseCleaningService-1921,Services
bharat petroleum chennai pvr,Entertainment
electricity bill/7799,Bills & Utilities
ac service imps 36389,Services
49676 ord spotify electrician,Services
water bill@7349 imps 70009,Bills & Utilities
water bill imps 88899,Bills & Utilities
uber mum pvr,Travel
flipkart pos 2040,Shopping
neft hpcl pump upi ba60f9c6,Fuel
txn local kirana 36658,Groceries
35611 pune airtel,Bills & Utilities
croret ord520,Shopping
bpcl petrol imps 46622,Fuel
Wtr Brd Pymnt19,Bills & Utilities
hpcl pump upi 4e78bcea,Fuel
gas bill upi 6d6de597,Bills & Utilities
irctc iocl urban mall kol 86018 gpay,Fuel
pn bhrt ptrlm pymrt 71852 txn,Fuel
airtel recharge upi a35f1277,Bills & Utilities
upi txn netflix imps 31996,Entertainment
water bill refbcab52 txn chennai,Bills & Utilities
misc payment upi cb8f9fd8,Others
dmart!6213 upi 8b2ac151,Groceries
hyd nyk 28402 gpy myntr,Shopping
zomato upi dffbc14d,Food & Dining
amazon,Shopping
gpay unknown txn_425 imps 42165,Others
vjywd mtr pthlb,Fuel
bpcl petrol upi 55991e66,Fuel
air india pune imps 67323 gas bill,Travel
gpay waterboardpayment9336,Bills & Utilities
dth recharge imps 14507,Bills & Utilities
rapido pos 10090,Travel
gas bill,Bills & Utilities
burger king pos 36553,Food & Dining
apollo pharmacy upi 2309894a,Health & Medical
mm 36912 rlnc frsh p nn srvcs,Others
pharmeasy onepay refaa427f chennai salon 8525,Health & Medical
general store imps 96378,Others
urban company imps 43156,Services
49104 onepay vijayawada,Groceries
dominos!6134 imps 65980,Food & Dining
vpa house cleaning,Services
zee5_8061,Entertainment
air india pune 72408 card,Travel
kl 78265 nyk dmrt,Shopping
water bill pos 62516,Bills & Utilities
medplus upi 3cbcecf7,Health & Medical
Zomato txn72582,Food & Dining
pharmeasy blr 97063 ref497d7b imps broadband,Bills & Utilities
wtr bll 93148 1mg p,Health & Medical
txn shop/3485 upi gift pos 28246,Others
ola pos 52691,Travel
shell fuel pos 18778,Fuel
gpay uber pos 82823,Travel
dth recharge_5279,Bills & Utilities
BigBazara#789,Groceries
gas bill,Bills & Utilities
water bill pos 74784,Bills & Utilities
upi txn zee5_5343 pos 57141,Entertainment
vendor payment ord goibibo 30991 kol,Travel
msc pymnt 37537,Others
petreum paytm hindustan pos 19350,Fuel
hpcl pump upi 8e376a3e,Fuel
gift shop@6921 upi 06042d9c,Others
neft airtel recharge,Bills & Utilities
96047 bharat petroleum blr paytm,Fuel
kfc upi b91682d1,Food & Dining
bookmyshow&6515 upi a5d5e739,Entertainment
broadband ref6daea8 irctc urban mall 98932 chennai,Travel
paymart ref gurgaon bpcl,Others
txn quickpay apollo kol,Food & Dining
card *barbequenation8066,Food & Dining
pharmeasy pos 83369,Health & Medical
salon service-9767 pos 20483,Services
urban company,Services
house cleaning imps 81416,Services
gpay netflix,Entertainment
vpa air india pos 36845,Travel
amz#5505 pos 78355,Shopping
utr mcds&9602 upi 6664fb2e,Food & Dining
india air pos 6153,Travel
urban company upi cec50a88,Services
shell fuel pos 57799,Fuel
reliance ref local kirana ref7e15b6,Travel
petrol pump prime mart ref mum air india,Fuel
gpay txn unknown,Others
dominos upi 18174a49,Food & Dining
zomato imps 14685,Food & Dining
Flipkart txn79172,Shopping
pune quickpay netflix 74261,Health & Medical
barber_9506 pos 30847,Services
68567 rd nd prm mrt br,Others
misc payment ref urban company vijayawada,Others
nykaa gurgaon paytm 17083,Shopping
nd str srvcs plmbr 23203,Services
rlnc txn 78978 hyd,Fuel
dth recharge imps 11714,Bills & Utilities
dth del 54139,Bills & Utilities
zee5 imps 74438,Entertainment
