merchant,category
77743 noida eye care cinema express mart note:a41c477174 ref57300 repair,Entertainment
gas bill ref440,Bills & Utilities
rent 63525 blr -921 neft water note:379860e82a ref21678 dinner,Bills & Utilities
94619 rapido &739 rtgs vijayawada,Travel
gift shop noida travelmart vpa 43771 _491 meesho doctor,Shopping
849852,Others
prime video txn8079,Entertainment
@939 hpcl 40591 blr phonepe repair,Health & Medical
reliance grofers txn2623,Groceries
big bazaar 90598 pune urban mall bigbasket phonepe,Groceries
croma,Shopping
plmuber ride 57132 del phonepe,Services
fastlane property tax ord9650,Bills & Utilities
phonepe shop uber kol petrol,Travel
travelmart clinic /468 electricity board 79416 note:9b104906e3 ref45106 petrol,Food & Dining
city plaza @455 ajio outlet 95184 dentaclare shop vpa chennai,Health & Medical
del croma ren,Others
vpa #405 27423 flipkart dominos note:e5c76533e4 ref96359 movie,Food & Dining
noida imps shop 69557 prime mart meesoh subscription,Shopping
rtgs 98305 gurgaon ajio pos fuel station note:a67dbf662f ref88424,Fuel
green fresh blr 67090 grocery mart vpa note:e8490adeeb ref46546,Fuel
unkn hyd 98120 zomato @285,Others
#992 7778 jio max hospital,Bills & Utilities
grofers omni corp hyd,Groceries
reliance neft broadban 57661,Bills & Utilities
97856 rtgs mall fastag refuel order,Fuel
city plaza shell txn6046,Fuel
hpcl ref travelmart mum 13265 swiggy imps,Food & Dining
air india ref4000,Travel
:110 50448 vijayawada fuel rapido paytm note:a91793e9df ref18225,Travel
bigbasket blr,Groceries
rent propert 51453 petrol bunk blr flight,Bills & Utilities
bbnow txn3808,Groceries
11958 blr cafe coff quickpay note:a30ee87256 ref60742,Food & Dining
4934 bill fuelst,Fuel
1987 &479 imps airtel shop subscription,Bills & Utilities
order upi hyd gorfers,Groceries
pharemasy prime mart *733 spotify hyd order 63959 movie,Health & Medical
broadband bill 35916 phonepe pune _147 subscription,Bills & Utilities
shop paytm 64980 del bpl plumber dinner,Fuel
!920 char 15414 gpay netflix,Others
urban mall urban company ref9923,Services
omni corp courier ref4551,Services
*636 bank transfer vijayawada transworld kfc clinic,Food & Dining
/120 nteflix 19415 shop quickpay grocery,Entertainment
:166 noida dth aji 54765 card gpay,Shopping
zomato bill 49949 petrol,Food & Dining
43873 recharge nykaa nykaa :544 phonepe,Shopping
62466 #959 paytm blr rent,Fuel
doctor imps 46176,Groceries
zomato txn9013,Food & Dining
neft paymart !85 mum fuel uber 18027,Travel
eye care,Health & Medical
global stores ajio outlet txn7683,Shopping
phonepe /978 rent spotify kol 43100 flipkart,Entertainment
blr croma clinic 22437,Shopping
87814 !869 chennai travelmart hotstar note:d5350ba284 ref69648 subscription,Entertainment
50975 dosa plaza neft urban mall spotify ticket noida &278 subscription,Food & Dining
ticket mum 60614 car wash tiffins gpay repair,Services
daily mart hotstar txn6609,Entertainment
vpa pharmeasy crmoa 92222 note:eea1082b7a ref41286 grocery,Shopping
ajio outlet ref408,Shopping
gas bill ref1761,Bills & Utilities
broadband bill express mart,Bills & Utilities
/386 79757 jio nykaa del,Groceries
38585 gift card note:73bd9d79dd ref50485,Others
union services ren goibibo 64398 hyd note:4d47b2946b ref92733,Others
_504 noida 81122 bill gpay prime mart detnalcare,Health & Medical
pos mum rtgs burger king 63370 fastlane,Food & Dining
@672 utr apollo txn star services cafe coffee day,Health & Medical
39778 clinic quickpay broadban salon repair,Bills & Utilities
phrameasy _213 recharge fortis rtgs note:a31193e8aa ref10904 flight,Health & Medical
misc payment chennai chraity city plaza 61610 order,Others
plumber ord8116,Services
&964 plum 19270 chennai bharat petroleum,Services
big ba 63204 rent transworld chennai imps,Groceries
pune mx player utr mcdonalds 49551,Entertainment
9778 pharmeasy ticket utr hyd,Health & Medical
rent,Others
fuel station ref304,Fuel
amazon ord9381,Shopping
#963 fastlane 76530 pharma,Others
mcdonalsd 59476 del shop,Food & Dining
meesho ref767,Shopping
dental care utr del /888 pos 82274,Health & Medical
quickpay redbus txn7230,Travel
myn neft hyd ola 1694,Shopping
83928 tiffin service del -863 ride neft petrol,Groceries
redbsu order 26610 kol cinema,Travel
hpcl daily mart 38156 fuel,Fuel
big bazaar gpay urban mall 92703 -627 dinner,Groceries
mall igftshop fastlane card rtgs 29410 note:ce5b18a409 ref19916,Others
global stores dental care txn5645,Health & Medical
card *843 2446 giobibo vpa,Travel
ind cab global stores 45966 tiffin service %415 dinner,Travel
24211 dental care goibibo subscription,Health & Medical
710580,Groceries
13876 apollo phonepe paymart gurgaon,Health & Medical
travelmart jio mart ref8652,Groceries
nykaa 33189 *162 noida jio doctor dinner,Bills & Utilities
electr 57691 @468 noida daily mart note:cad3697fd6 ref96248,Services
express mart dental care ref6230,Health & Medical
hyd clinic spotify 78327,Travel
neft 40715 @434,Services
31320 noida utr note:27522d4cad ref75910 doctor,Travel
reliance gift shop ref2503,Others
74100 petrol pump global stores cafe coffee day pay,Food & Dining
munic -994 11934 vpa prime mart bharat petroleum,Bills & Utilities
phonepe 43340 petrol pump gas clinic,Fuel
starbucks txn7057,Food & Dining
&67 rtgs noida global stores 40144 shop doctor,Health & Medical
_16 noida path 92664 global stores ajio bill doctor,Health & Medical
31760 grofers travelmart rent chennai vpa char note:818499be99 ref28945 petrol,Others
courier 11288 paymart ref,Services
meesho mum hcar 63654 flight,Others
city plaza chennai 43674 rtgs cab pvr note:4fc6b22bb5 ref27364,Entertainment
13324 amzn f pay :504 upi chennai croma,Groceries
dental care metro del,Health & Medical
unknown dmart /452 rtgs pune 13392,Others
netflix gpay cab blr mcdonalds /751 58822 note:77ae439552 ref81771,Entertainment
893809,Travel
vpa laundry mall #939 subscription,Services
96780 order ubre vpa dinner,Travel
urban mall ref pharmeasy 20723 gurgaon paytm note:2ce12e0a7d ref71379 petrol,Health & Medical
dental care urban mall,Health & Medical
vpa carwsah 95035 pharma note:ebd999bb7d ref32887,Services
unknown upi vijayawada 91904 repair,Others
neft 12822 :806 burger king hotstar pharma note:ade44ec834 ref36823 doctor,Entertainment
54224 utr *469 vijayawada city plaza dth,Bills & Utilities
fuel station #250 phonepe 2980 shop irctc union services kol,Travel
46935 electr gurgaon union services ref,Services
@283 74613 phonepe metro ticket mum bbnow,Travel
airtel 61251 #31 vijayawada txn utr note:1238c0f4cf ref53519 dinner,Health & Medical
ohteltaj :332 vendor payment 24290 blr vpa repair,Food & Dining
gift shop txn5736,Others
iocl ord5822,Fuel
paymart courier ref4747,Services
iartel vijayawada paytm union services bharat petroleum note:66dcc5dda6 ref96151 flight,Bills & Utilities
starbucks laun 71581 *896 pune,Services
pvr ola recharge -428 1476,Entertainment
plumber txn9415,Services
95173 zee5 pos neft,Entertainment
gabsill fastag refuel 35725 hyd shop,Bills & Utilities
fortis txn3269,Health & Medical
gas bill upi 37407 #739 ride hyd note:3575f27dde ref48857 grocery,Bills & Utilities
onepay 31315 del phonepe @998 note:acaa5d424e ref71704 grocery,Health & Medical
fastlane rapido ord1645,Travel
grofers shop ajio outlet blr @386 12925 note:a5782c474a ref61675 flight,Groceries
swiggy ref3092,Food & Dining
&20 ride meesho chennai 71744 eptrolpump flight,Fuel
global stores metro ticket ord7582,Travel
property tax,Bills & Utilities
paymart cash withdrawal ord5404,Others
gpay 11923 pharma bigabsket pune hotel taj,Groceries
/32 amazon vijayawada city plaza phonepe 72851,Entertainment
redbus ref2991,Travel
26090 _521 ticket spotify express mart acfecoffeeday,Food & Dining
metro vijayawada 26164 cli swiggy utr,Health & Medical
gfitshop 48764 clinic amazon upi,Others
70215 &950 apollo shop upi,Health & Medical
chennai cafe coffee day 38864 dosa p *925,Food & Dining
grocery mart bookmyshow vijayawada %949 flight,Entertainment
57305 shop %979 chennai note:c9ff70ea3d ref57080 petrol,Services
kol ride max hospital gpay note:a4ae4016cc ref40016,Entertainment
netflix 5939 card phonepe propert,Bills & Utilities
meesho kol,Shopping
indigo city plaza,Travel
noida ola *589 recharge 68430 imps,Travel
coruier 93754 gurgaon :258,Services
txn chennai @57 airtel amazon rtgs,Shopping
zomato vpa grofers gurgaon 2062 note:eee2d3c0da ref80285,Food & Dining
ajio txn3089,Shopping
metro ticket txn2540,Travel
gurgaon courier dinner,Services
_351 bill 66802,Others
broadband bill mum utr 52996,Bills & Utilities
amazon ord3719,Shopping
84872 rtgs irtcc pune kfc clinic,Travel
82789 rtgs pos note:bd97c9c53a ref93450,Entertainment
60779 pharma rent utr petrol travelmart noida,Fuel
ride 87251 imps chennai metro azmnfresh zee5 note:42d6956b5a ref88570,Groceries
vpa union services 30839 chennai pharma #74 jiomrat petrol,Groceries
clinic gurgaon,Health & Medical
star services sony liv ref6514,Entertainment
-693 ticket subscription,Fuel
jio ref8613,Bills & Utilities
phonepe housekeeping indgio /838 doctor noida 55007 note:26fc690ae4 ref61348,Travel
jio kol,Bills & Utilities
quickpay water board ord8664,Bills & Utilities
noida order 84903,Health & Medical
imps 927 doctor apna mart repair,Health & Medical
phonepe -304 gurgaon 78200 txn pvr metro,Entertainment
croma #70 rtgs blr ticket,Health & Medical
petrol bunk ref4702,Fuel
express mart jio 46444 neft pos,Bills & Utilities
clinic del rcoma 97113 fortis neft petrol,Shopping
petrol pump global stores mum,Fuel
star services tneb ref7141,Bills & Utilities
#254 98882 rtgs card,Others
vpa %252 96417 urban c prime mart vijayawada,Services
paymart water board ord3282,Bills & Utilities
transworld croma ref3966,Shopping
74231 bank transfer gurgaon shop,Entertainment
zomato 26448 _299,Food & Dining
travelmart 90297 pathlab imps del note:a3469d3496 ref30709,Health & Medical
fastag refuel txn5023,Fuel
/191 ola 31362 mx player gpay note:c906fee58f ref81712,Travel
pos chennai neft bookmyshow fuel st 97222 note:d98e79439d ref90056,Fuel
vijayawada 92419 pos jio mart subscription,Groceries
omni corp utr _870 hyd 6545 ind,Travel
apna mart pay upi kol :496 note:e40f25a2e7 ref24996,Food & Dining
kol 33602 cash withdrawal fuel note:e8fb18d52a ref55439,Others
/8 upi mum 26816 shop dinner,Travel
41355 hyd fuel station recharge metro rtgs note:4a4701a485 ref12746,Fuel
mum electr pay 45321,Services
transworld dmart ref7639,Groceries
launrdy bill 72614 housekeeping neft,Services
nyk #13 ride 48479 pune grocery,Shopping
mum 25570 neft medplus travelmart ajio outlet,Health & Medical
1mg del,Health & Medical
cinema gurgaon rent 62894,Health & Medical
bpcl ref1049,Fuel
prime video green fresh mum gas bill ticket 62168 %13 note:5235b85972 ref34056 flight,Bills & Utilities
gpay electricity board quickpay -476 96372,Fuel
38373 mum gpay eye care jio,Bills & Utilities
ride vendor payment 40022 mny %329 note:acdcad0eba ref36336,Shopping
fastlane ref blr hotel 38110 #994 note:ca2a8fe334 ref84288 doctor,Food & Dining
2894 metro ticket gpay order bigbasket note:6739d89761 ref44514,Groceries
green fresh uber txn8071,Travel
cafe coffee day rtgs 1988 mx player doctor note:da3610e98a ref77540 petrol,Entertainment
icrtc kol pos upi 22737 pharmeasy,Travel
fuel 15054 *711 neft dmart,Groceries
medplus clinic paytm 6126 blr subscription,Fuel
ajio outlet phonepe 37285 bill _839 note:1c1788c740 ref46498 repair,Shopping
15242 express mart gpay ride redbus pune doctor,Entertainment
54092 mxplaeyr neft onepay doctor note:5e94ac50ab ref22249 flight,Entertainment
rtgs 13706 pharma jio /946,Bills & Utilities
meesho :911 blr order meesho paytm 56855,Shopping
max hospital ind subscription,Travel
salon 40497 upi %600 flight,Travel
ref _898 nykaa 90854 jio mart dinner,Shopping
tiffin service ref4812,Services
doctor ohtstar neft 26036 prime mart subscription,Entertainment
green fresh indigo txn231,Travel
ride 42610 croma courier rtgs,Shopping
flipkart ord2443,Shopping
jio electricity board 9453 noida -843,Bills & Utilities
air india @624 iolc del,Fuel
pos star services ac repair paytm /40 apollo 15184 note:5d71fd9e5a ref21246 dinner,Health & Medical
rdebus ticket max hospital 81299 vijayawada imps,Travel
del vpa max hospital 92429 cab,Health & Medical
hyd 76756 sony liv dosa plaza note:71e48eb519 ref30599 petrol,Food & Dining
pharma car wash 92539 vpa airtel,Bills & Utilities
amazon daily mart blr,Shopping
phonepe relinacefresh :783 recharge 27042 amzn fresh,Groceries
hpcl noida 12984 big bazaar note:233154efc0 ref13101,Fuel
phonepe 16779 metro ticket donation &965 txn,Others
neft 52569 hyd cafecof subscription,Food & Dining
dth pune card union services *71,Bills & Utilities
dominos amazon ride paytm doctor,Food & Dining
fortis transworld kol,Health & Medical
/568 rtgs recharge 52679 flight,Services
*243 vpa dmatr chennai doctor 2614 rapido,Groceries
union services txn cinema 36111,Entertainment
bigbasket ref9526,Groceries
neft 9996 apollo repair,Entertainment
pune 36448 upi,Services
75611 bill aam %534,Shopping
blr rent donation 88494 hotstar paytm,Entertainment
vijayawada jaio 2519 fortis doctor union services subscription,Shopping
27461 cinema mum neft onepay _617 rent flight,Entertainment
93768 dth !318 noida,Bills & Utilities
city plaza amazon txn2193,Shopping
shell ord3725,Fuel
travelmart cash withdrawal ref6140,Others
metro ticket ord7569,Travel
dental txn ola gurgaon imps,Health & Medical
global stores electricity board ord9039,Bills & Utilities
26196 /831 spotify rapido paytm,Entertainment
broadband bill,Bills & Utilities
hyd *114 93106 neft dominos,Services
34812 :180 tiffin service imps vijayawada,Services
cash withdrawal 22695 rent @934 neft pos note:038ae53f88 ref28870 dinner,Others
bill !986 paytm plumber dominos reliance chennai 47779,Services
80001 phonepe /295 global stores hyd,Services
@173 blr shell 82505,Fuel
chennai mcdonalds pharma union services grocery,Food & Dining
_484 mum paytm 5020 electrician car wash note:5886fd76e4 ref84448 flight,Services
&80 blr starbucks daily mart 40886,Food & Dining
sony liv gurgaon,Entertainment
upi &840 star services gift shop order chennai 63512 note:1a7f1ffef6 ref17464,Others
mkaemy transworld nykaa /246 chennai 74401 dinner,Travel
91997 pharma mcdonalds !953 apna mart paytm grocery,Food & Dining
510595,Entertainment
tneb doctor del 98330 :844 charity,Bills & Utilities
pathlab txn7664,Health & Medical
metro ticket municipal gpay chennai /527 18600 dinner,Bills & Utilities
bill -172 onepay neft gifsthop del 69927,Others
cash withdrawal blr,Others
119974,Bills & Utilities
cash withdrawal rent #18 13754 rtgs note:49175baaac ref79189,Others
burger king omni corp blr,Food & Dining
redbus gurgaon reliance @964 plumber note:48f7678959 ref54358 petrol,Travel
croma ord2602,Shopping
bgiba imps daily mart chennai,Groceries
84902 fotris order upi subscription,Health & Medical
32859 doctor pvr phonepe electrician,Entertainment
onepay goibibo ord2043,Travel
pune 30948 /816 vendor payment rtgs dosa p,Food & Dining
del utr 91017 parikngfee star services myntra note:97b2bd52dd ref95246,Others
rapido 54643 :938 blr,Travel
starbucks ref3576,Food & Dining
apna mart myntra txn7092,Shopping
rent ord5216,Others
74305 ola blr amzn fresh note:70aa73fdbf ref30997,Travel
18379 phonepe,Others
rent 66786 blr paymart bharatpet,Fuel
dth 99542 @796 gpay vendor payment,Bills & Utilities
bharat petroleum jio mart kol quickpay vpa 55770,Groceries
property tax gurgaon pos dosa p global stores upi,Food & Dining
upi flipkart bue note:9cd61a9c92 ref62329,Travel
metro t 87481 cab neft vijayawada,Travel
reliance starbucks ref4367,Food & Dining
rapido txn4119,Travel
bpcl ref5809,Fuel
neft 90887 note:c9f21a3e7f ref84626,Services
&573 sony quickpay 34690 noida indigo phonepe note:d555603fe4 ref97280 flight,Entertainment
46923 laundry order subscription,Services
courier txn2780,Services
union services electrician txn8503,Services
car wash omni corp blr,Services
%566 tiffin s eye care 26376 kol fuel note:392a10a3db ref94014,Services
fuel imps medplus hyd ijomart 49610 :939,Groceries
spotify gurgaon upi 9997 retn :436,Others
amzn fresh imps blr pay 43706,Groceries
green fresh tneb txn5279,Bills & Utilities
:157 cab chennai ola 55115 mall phonepe,Shopping
uber banktarnsfer 3280 @623,Others
omni corp utr prime video gurgaon hotel taj card,Entertainment
shell,Fuel
